Distancia 0 mm ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,V_Rojo,V_Verde,V_Azul,,,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,Numero Bits,Error total,,Numero Bits,Error total,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,V_Rojo,V_Verde,V_Azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:47:57 p. m.,"0,13",0,"0,22",,5:47:57 p. m.,"0,13",0    ,"0,22",,5:47:57 p. m.,"0,13",0    ,"0,22",,5:47:57 p. m.,"0,13",0    ,"0,22",,5:47:57 p. m.,"0,13",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:47:58 p. m.,"0,14",0,"0,22",,5:47:58 p. m.,"0,14",0    ,"0,22",,5:47:58 p. m.,"0,14",0    ,"0,22",,5:47:58 p. m.,"0,14",0    ,"0,22",,5:47:58 p. m.,"0,14",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:00 p. m.,"0,15",0,"0,23",,5:48:00 p. m.,"0,15",0    ,"0,23",,5:48:00 p. m.,"0,15",0    ,"0,23",,5:48:00 p. m.,"0,15",0    ,"0,23",,5:48:00 p. m.,"0,15",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:02 p. m.,"0,15",0,"0,23",,5:48:02 p. m.,"0,15",0    ,"0,23",,5:48:02 p. m.,"0,15",0    ,"0,23",,5:48:02 p. m.,"0,15",0    ,"0,23",,5:48:02 p. m.,"0,15",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:04 p. m.,"0,15",0,"0,23",,5:48:04 p. m.,"0,15",0    ,"0,23",,5:48:04 p. m.,"0,15",0    ,"0,23",,5:48:04 p. m.,"0,15",0    ,"0,23",,5:48:04 p. m.,"0,15",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:05 p. m.,"0,15",0,"0,22",,5:48:05 p. m.,"0,15",0    ,"0,22",,5:48:05 p. m.,"0,15",0    ,"0,22",,5:48:05 p. m.,"0,15",0    ,"0,22",,5:48:05 p. m.,"0,15",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:07 p. m.,"0,15",0,"0,22",,5:48:07 p. m.,"0,15",0    ,"0,22",,5:48:07 p. m.,"0,15",0    ,"0,22",,5:48:07 p. m.,"0,15",0    ,"0,22",,5:48:07 p. m.,"0,15",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:09 p. m.,"0,15",0,"0,22",,5:48:09 p. m.,"0,15",0    ,"0,22",,5:48:09 p. m.,"0,15",0    ,"0,22",,5:48:09 p. m.,"0,15",0    ,"0,22",,5:48:09 p. m.,"0,15",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:11 p. m.,"0,16",0,"0,22",,5:48:11 p. m.,"0,16",0    ,"0,22",,5:48:11 p. m.,"0,16",0    ,"0,22",,5:48:11 p. m.,"0,16",0    ,"0,22",,5:48:11 p. m.,"0,16",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:12 p. m.,"0,16",0,"0,22",,5:48:12 p. m.,"0,16",0    ,"0,22",,5:48:12 p. m.,"0,16",0    ,"0,22",,5:48:12 p. m.,"0,16",0    ,"0,22",,5:48:12 p. m.,"0,16",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:14 p. m.,"0,16",0,"0,22",,5:48:14 p. m.,"0,16",0    ,"0,22",,5:48:14 p. m.,"0,16",0    ,"0,22",,5:48:14 p. m.,"0,16",0    ,"0,22",,5:48:14 p. m.,"0,16",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:16 p. m.,"0,17",0,"0,23",,5:48:16 p. m.,"0,17",0    ,"0,23",,5:48:16 p. m.,"0,17",0    ,"0,23",,5:48:16 p. m.,"0,17",0    ,"0,23",,5:48:16 p. m.,"0,17",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:18 p. m.,"0,17",0,"0,23",,5:48:18 p. m.,"0,17",0    ,"0,23",,5:48:18 p. m.,"0,17",0    ,"0,23",,5:48:18 p. m.,"0,17",0    ,"0,23",,5:48:18 p. m.,"0,17",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:20 p. m.,"0,17",0,"0,22",,5:48:20 p. m.,"0,17",0    ,"0,22",,5:48:20 p. m.,"0,17",0    ,"0,22",,5:48:20 p. m.,"0,17",0    ,"0,22",,5:48:20 p. m.,"0,17",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:21 p. m.,"0,17",0,"0,22",,5:48:21 p. m.,"0,17",0    ,"0,22",,5:48:21 p. m.,"0,17",0    ,"0,22",,5:48:21 p. m.,"0,17",0    ,"0,22",,5:48:21 p. m.,"0,17",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:23 p. m.,"0,17",0,"0,22",,5:48:23 p. m.,"0,17",0    ,"0,22",,5:48:23 p. m.,"0,17",0    ,"0,22",,5:48:23 p. m.,"0,17",0    ,"0,22",,5:48:23 p. m.,"0,17",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:25 p. m.,"0,18",0,"0,22",,5:48:25 p. m.,"0,18",0    ,"0,22",,5:48:25 p. m.,"0,18",0    ,"0,22",,5:48:25 p. m.,"0,18",0    ,"0,22",,5:48:25 p. m.,"0,18",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:27 p. m.,"0,18",0,"0,23",,5:48:27 p. m.,"0,18",0    ,"0,23",,5:48:27 p. m.,"0,18",0    ,"0,23",,5:48:27 p. m.,"0,18",0    ,"0,23",,5:48:27 p. m.,"0,18",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:28 p. m.,"0,19",0,"0,23",,5:48:28 p. m.,"0,19",0    ,"0,23",,5:48:28 p. m.,"0,19",0    ,"0,23",,5:48:28 p. m.,"0,19",0    ,"0,23",,5:48:28 p. m.,"0,19",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:30 p. m.,"0,19",0,"0,22",,5:48:30 p. m.,"0,19",0    ,"0,22",,5:48:30 p. m.,"0,19",0    ,"0,22",,5:48:30 p. m.,"0,19",0    ,"0,22",,5:48:30 p. m.,"0,19",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:32 p. m.,"0,19",0,"0,21",,5:48:32 p. m.,"0,19",0    ,"0,21",,5:48:32 p. m.,"0,19",0    ,"0,21",,5:48:32 p. m.,"0,19",0    ,"0,21",,5:48:32 p. m.,"0,19",0    ,"0,21",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:34 p. m.,"0,19",0,"0,22",,5:48:34 p. m.,"0,19",0    ,"0,22",,5:48:34 p. m.,"0,19",0    ,"0,22",,5:48:34 p. m.,"0,19",0    ,"0,22",,5:48:34 p. m.,"0,19",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:35 p. m.,"0,19",0,"0,22",,5:48:35 p. m.,"0,19",0    ,"0,22",,5:48:35 p. m.,"0,19",0    ,"0,22",,5:48:35 p. m.,"0,19",0    ,"0,22",,5:48:35 p. m.,"0,19",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:37 p. m.,"0,2",0,"0,23",,5:48:37 p. m.,"0,2",0    ,"0,23",,5:48:37 p. m.,"0,2",0    ,"0,23",,5:48:37 p. m.,"0,2",0    ,"0,23",,5:48:37 p. m.,"0,2",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:39 p. m.,"0,2",0,"0,22",,5:48:39 p. m.,"0,2",0    ,"0,22",,5:48:39 p. m.,"0,2",0    ,"0,22",,5:48:39 p. m.,"0,2",0    ,"0,22",,5:48:39 p. m.,"0,2",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:41 p. m.,"0,2",0,"0,22",,5:48:41 p. m.,"0,2",0    ,"0,22",,5:48:41 p. m.,"0,2",0    ,"0,22",,5:48:41 p. m.,"0,2",0    ,"0,22",,5:48:41 p. m.,"0,2",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:42 p. m.,"0,2",0,"0,22",,5:48:42 p. m.,"0,2",0    ,"0,22",,5:48:42 p. m.,"0,2",0    ,"0,22",,5:48:42 p. m.,"0,2",0    ,"0,22",,5:48:42 p. m.,"0,2",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:44 p. m.,"0,2",0,"0,22",,5:48:44 p. m.,"0,2",0    ,"0,22",,5:48:44 p. m.,"0,2",0    ,"0,22",,5:48:44 p. m.,"0,2",0    ,"0,22",,5:48:44 p. m.,"0,2",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:46 p. m.,"0,21",0,"0,22",,5:48:46 p. m.,"0,21",0    ,"0,22",,5:48:46 p. m.,"0,21",0    ,"0,22",,5:48:46 p. m.,"0,21",0    ,"0,22",,5:48:46 p. m.,"0,21",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:48 p. m.,"0,21",0,"0,23",,5:48:48 p. m.,"0,21",0    ,"0,23",,5:48:48 p. m.,"0,21",0    ,"0,23",,5:48:48 p. m.,"0,21",0    ,"0,23",,5:48:48 p. m.,"0,21",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:50 p. m.,"0,22",0,"0,23",,5:48:50 p. m.,"0,22",0    ,"0,23",,5:48:50 p. m.,"0,22",0    ,"0,23",,5:48:50 p. m.,"0,22",0    ,"0,23",,5:48:50 p. m.,"0,22",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:51 p. m.,"0,21",0,"0,22",,5:48:51 p. m.,"0,21",0    ,"0,22",,5:48:51 p. m.,"0,21",0    ,"0,22",,5:48:51 p. m.,"0,21",0    ,"0,22",,5:48:51 p. m.,"0,21",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:53 p. m.,"0,21",0,"0,22",,5:48:53 p. m.,"0,21",0    ,"0,22",,5:48:53 p. m.,"0,21",0    ,"0,22",,5:48:53 p. m.,"0,21",0    ,"0,22",,5:48:53 p. m.,"0,21",0    , 2/9,,#¡VALOR!,#¡VALOR!,#¡VALOR!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:55 p. m.,"0,22",0,"0,22",,5:48:55 p. m.,"0,22",0    ,"0,22",,5:48:55 p. m.,"0,22",0    ,"0,22",,5:48:55 p. m.,"0,22",0    ,"0,22",,5:48:55 p. m.,"0,22",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:57 p. m.,"0,22",0,"0,22",,5:48:57 p. m.,"0,22",0    ,"0,22",,5:48:57 p. m.,"0,22",0    ,"0,22",,5:48:57 p. m.,"0,22",0    ,"0,22",,5:48:57 p. m.,"0,22",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:48:58 p. m.,"0,23",0,"0,22",,5:48:58 p. m.,"0,23",0    ,"0,22",,5:48:58 p. m.,"0,23",0    ,"0,22",,5:48:58 p. m.,"0,23",0    ,"0,22",,5:48:58 p. m.,"0,23",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:49:00 p. m.,"0,23",0,"0,23",,5:49:00 p. m.,"0,23",0    ,"0,23",,5:49:00 p. m.,"0,23",0    ,"0,23",,5:49:00 p. m.,"0,23",0    ,"0,23",,5:49:00 p. m.,"0,23",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:49:02 p. m.,"0,23",0,"0,23",,5:49:02 p. m.,"0,23",0    ,"0,23",,5:49:02 p. m.,"0,23",0    ,"0,23",,5:49:02 p. m.,"0,23",0    ,"0,23",,5:49:02 p. m.,"0,23",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:49:04 p. m.,"0,23",0,"0,23",,5:49:04 p. m.,"0,23",0    ,"0,23",,5:49:04 p. m.,"0,23",0    ,"0,23",,5:49:04 p. m.,"0,23",0    ,"0,23",,5:49:04 p. m.,"0,23",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:49:05 p. m.,"0,24",0,"0,23",,5:49:05 p. m.,"0,24",0    ,"0,23",,5:49:05 p. m.,"0,24",0    ,"0,23",,5:49:05 p. m.,"0,24",0    ,"0,23",,5:49:05 p. m.,"0,24",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:49:07 p. m.,"0,24",0,"0,23",,5:49:07 p. m.,"0,24",0    ,"0,23",,5:49:07 p. m.,"0,24",0    ,"0,23",,5:49:07 p. m.,"0,24",0    ,"0,23",,5:49:07 p. m.,"0,24",0    ,"0,23",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:49:09 p. m.,"0,24",0,"0,22",,5:49:09 p. m.,"0,24",0    ,"0,22",,5:49:09 p. m.,"0,24",0    ,"0,22",,5:49:09 p. m.,"0,24",0    ,"0,22",,5:49:09 p. m.,"0,24",0    ,"0,22",,#¡DIV/0!,0,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#¡DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distancia 140 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:03 p. m.,"0,18",0,"1,42",,8:43:14 p. m.,"0,16",0,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:04 p. m.,"0,17",0,"1,46",,8:43:16 p. m.,"0,17",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:06 p. m.,"0,18",0,"1,46",,8:43:17 p. m.,"0,18",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:08 p. m.,"0,19",0,"1,47",,8:43:19 p. m.,"0,18",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:10 p. m.,"0,19",0,"1,47",,8:43:21 p. m.,"0,18",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:11 p. m.,"0,19",0,"1,46",,8:43:23 p. m.,"0,19",0,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:13 p. m.,"0,19",0,"1,45",,8:43:24 p. m.,"0,19",0,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:15 p. m.,"0,19",0,"1,45",,8:43:26 p. m.,"0,2",0,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:17 p. m.,"0,2",0,"1,46",,8:43:28 p. m.,"0,2",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:19 p. m.,"0,2",0,"1,46",,8:43:30 p. m.,"0,2",0,"1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:20 p. m.,"0,2",0,"1,46",,8:43:31 p. m.,"0,2",0,"1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:22 p. m.,"0,2",0,"1,46",,8:43:33 p. m.,"0,21",0,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:24 p. m.,"0,2",0,"1,46",,8:43:35 p. m.,"0,21",0,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:26 p. m.,"0,21",0,"1,46",,8:43:37 p. m.,"0,21",0,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:27 p. m.,"0,21",0,"1,46",,8:43:39 p. m.,"0,21",0,"1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:29 p. m.,"0,21",0,"1,46",,8:43:40 p. m.,"0,22",0,"1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:31 p. m.,"0,22",0,"1,47",,8:43:42 p. m.,"0,22",0,"1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:33 p. m.,"0,22",0,"1,47",,8:43:44 p. m.,"0,23",0,"1,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:34 p. m.,"0,22",0,"1,47",,8:43:46 p. m.,"0,23",0,"1,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:36 p. m.,"0,22",0,"1,47",,8:43:47 p. m.,"0,23",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:38 p. m.,"0,22",0,"1,46",,8:43:49 p. m.,"0,23",0,"1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:40 p. m.,"0,23",0,"1,45",,8:43:51 p. m.,"0,24",0,"1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:42 p. m.,"0,22",0,"1,45",,8:43:53 p. m.,"0,24",0,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:43 p. m.,"0,23",0,"1,47",,8:43:54 p. m.,"0,24",0,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:45 p. m.,"0,23",0,"1,48",,8:43:56 p. m.,"0,25",0,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:47 p. m.,"0,23",0,"1,48",,8:43:58 p. m.,"0,24",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:49 p. m.,"0,23",0,"1,47",,8:44:00 p. m.,"0,25",0,"1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:50 p. m.,"0,24",0,"1,44",,8:44:02 p. m.,"0,25",0,"1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:52 p. m.,"0,24",0,"1,44",,8:44:03 p. m.,"0,25",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:54 p. m.,"0,24",0,"1,46",,8:44:05 p. m.,"0,26",0,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:56 p. m.,"0,25",0,"1,48",,8:44:07 p. m.,"0,26",0,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:57 p. m.,"0,25",0,"1,48",,8:44:09 p. m.,"0,26",0,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:41:59 p. m.,"0,25",0,"1,48",,8:44:10 p. m.,"0,27",0,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:42:01 p. m.,"0,25",0,"1,46",,8:44:12 p. m.,"0,27",0,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:42:03 p. m.,"0,26",0,"1,46",,8:44:14 p. m.,"0,27",0,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:42:04 p. m.,"0,26",0,"1,46",,8:44:16 p. m.,"0,27",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:42:06 p. m.,"0,26",0,"1,47",,8:44:17 p. m.,"0,28",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:42:08 p. m.,"0,26",0,"1,48",,8:44:19 p. m.,"0,28",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:42:10 p. m.,"0,26",0,"1,48",,8:44:21 p. m.,"0,28",0,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:42:12 p. m.,"0,27",0,"1,47",,8:44:23 p. m.,"0,28",0,"1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:42:13 p. m.,"0,27",0,"1,47",,8:44:25 p. m.,"0,29",0,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:42:15 p. m.,"0,27",0,"1,47",,8:44:26 p. m.,"0,29",0,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8:44:28 p. m.,"0,3",0,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
